Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
SPPL3	28	28	56	1333
TBC1D12	43	13	56	1333
TRMT61B	52	4	56	1333
UBR7	33	23	56	1333
UPK2	26	30	56	1333
WDR43	52	4	56	1333
WNT8B	44	12	56	1333
ZFAND5	20	36	56	1333
AC005324.3	25	30	55	1281.5
AC007040.2	52	3	55	1281.5
AC114490.3	47	8	55	1281.5
ADIRF	48	7	55	1281.5
AP000646.1	24	31	55	1281.5
ATOH8	51	4	55	1281.5
AVPI1	46	9	55	1281.5
BMPR1A	48	7	55	1281.5
BSX	24	31	55	1281.5
C5AR1	46	9	55	1281.5
CD207	52	3	55	1281.5
CDK5R2	44	11	55	1281.5
CRKL	32	23	55	1281.5
CYP27A1	44	11	55	1281.5
FAM25A	48	7	55	1281.5
FEV	44	11	55	1281.5
FIGLA	52	3	55	1281.5
FNBP4	53	2	55	1281.5
GASK1A	35	20	55	1281.5
GJA4	47	8	55	1281.5
GJB4	47	8	55	1281.5
GJB5	47	8	55	1281.5
GLUD1	48	7	55	1281.5
IHH	44	11	55	1281.5
IL22RA1	46	9	55	1281.5
INAFM1	46	9	55	1281.5
KRT82	43	12	55	1281.5
LRRC74B	32	23	55	1281.5
MARVELD1	46	9	55	1281.5
MCEE	52	3	55	1281.5
MMRN2	48	7	55	1281.5
PAIP2B	52	3	55	1281.5
PI4K2A	46	9	55	1281.5
PI4K2B	31	24	55	1281.5
PI4KA	32	23	55	1281.5
RAB10	50	5	55	1281.5
RBMXL2	46	9	55	1281.5
RETREG2	44	11	55	1281.5
RIMBP3B	32	23	55	1281.5
SFRP5	46	9	55	1281.5
SGPP1	39	16	55	1281.5
SNAP29	32	23	55	1281.5
TEX261	52	3	55	1281.5
TMEM35B	47	8	55	1281.5
TMEM50B	47	8	55	1281.5
TPST1	53	2	55	1281.5
TUBA4B	44	11	55	1281.5
VAX2	52	3	55	1281.5
WNT10A	44	11	55	1281.5
WNT6	44	11	55	1281.5
AC002996.1	27	27	54	1233.5
AC009477.2	46	8	54	1233.5
AC093323.1	32	22	54	1233.5
AC233723.1	19	35	54	1233.5
ARSJ	40	14	54	1233.5
AWAT1	34	20	54	1233.5
BLOC1S4	32	22	54	1233.5
C9orf50	30	24	54	1233.5
CCDC27	41	13	54	1233.5
CCDC96	32	22	54	1233.5
CTR9	43	11	54	1233.5
DMRTA1	43	11	54	1233.5
DNER	38	16	54	1233.5
FXYD4	44	10	54	1233.5
GABBR2	44	10	54	1233.5
GLTPD2	19	35	54	1233.5
GPR148	46	8	54	1233.5
GPR45	45	9	54	1233.5
GRPEL1	32	22	54	1233.5
GUCY2D	21	33	54	1233.5
HNRNPA1L2	22	32	54	1233.5
HTT	31	23	54	1233.5
KCNAB3	21	33	54	1233.5
KIF4A	34	20	54	1233.5
LDHAL6B	41	13	54	1233.5
MARCH8	39	15	54	1233.5
MFSD9	45	9	54	1233.5
MRFAP1L1	32	22	54	1233.5
MRPS9	45	9	54	1233.5
NAA25	27	27	54	1233.5
NCS1	30	24	54	1233.5
NOTO	51	3	54	1233.5
P2RY4	34	20	54	1233.5
PECR	44	10	54	1233.5
POU3F3	45	9	54	1233.5
PRADC1	51	3	54	1233.5
PSAPL1	32	22	54	1233.5
S100P	32	22	54	1233.5
SLC25A31	40	14	54	1233.5
SLC2A7	41	13	54	1233.5
SPNS2	19	35	54	1233.5
SPNS3	19	35	54	1233.5
TM4SF5	19	35	54	1233.5
UBASH3B	24	30	54	1233.5
ZNF32	44	10	54	1233.5
ZNF485	44	10	54	1233.5
AC034102.2	40	13	53	1185.5
ACTR1B	44	9	53	1185.5
AK8	43	10	53	1185.5
ANKRD39	44	9	53	1185.5
BLID	24	29	53	1185.5
C10orf62	44	9	53	1185.5
C6orf15	49	4	53	1185.5
CALHM1	40	13	53	1185.5
CALHM3	40	13	53	1185.5
CCDC84	21	32	53	1185.5
CEP164	21	32	53	1185.5
CIAO2B	26	27	53	1185.5
CNNM4	44	9	53	1185.5
CXXC4	38	15	53	1185.5
DCAF4L1	29	24	53	1185.5
FAM228A	48	5	53	1185.5
GRXCR1	29	24	53	1185.5
H2AFX	21	32	53	1185.5
HLA-DPA1	46	7	53	1185.5
HLA-DPB1	46	7	53	1185.5
HMCN2	30	23	53	1185.5
INA	40	13	53	1185.5
KCNE4	36	17	53	1185.5
LRPAP1	31	22	53	1185.5
MARCH4	41	12	53	1185.5
MCAM	21	32	53	1185.5
NEURL1	40	13	53	1185.5
OR5BS1P	43	10	53	1185.5
PDCD11	40	13	53	1185.5
PDP2	26	27	53	1185.5
PDZD8	36	17	53	1185.5
PFN4	48	5	53	1185.5
PHOX2B	29	24	53	1185.5
PLET1	21	32	53	1185.5
PSORS1C2	49	4	53	1185.5
RASSF10	44	9	53	1185.5
RNF26	21	32	53	1185.5
RPEL1	40	13	53	1185.5
RPS25	21	32	53	1185.5
SEMA4C	44	9	53	1185.5
SF3B6	48	5	53	1185.5
SHISA3	29	24	53	1185.5
SLC25A15	21	32	53	1185.5
SLC30A9	29	24	53	1185.5
STIMATE	31	22	53	1185.5
TAF5	40	13	53	1185.5
TEX49	43	10	53	1185.5
TMEM110-MUSTN1	31	22	53	1185.5
TMEM156	30	23	53	1185.5
ZC3H10	40	13	53	1185.5
AC068987.5	40	12	52	1127.5
ARL6IP6	45	7	52	1127.5
BDH2	37	15	52	1127.5
C10orf95	40	12	52	1127.5
CARD9	30	22	52	1127.5
CD53	44	8	52	1127.5
COL5A1	30	22	52	1127.5
CSNK2A3	40	12	52	1127.5
CUEDC2	40	12	52	1127.5
DKK1	49	3	52	1127.5
DNLZ	30	22	52	1127.5
DYNLT1	23	29	52	1127.5
ELOVL3	40	12	52	1127.5
ENTPD2	30	22	52	1127.5
FAM241A	38	14	52	1127.5
FCN1	30	22	52	1127.5
FCN2	30	22	52	1127.5
FOXO1	21	31	52	1127.5
GABRA4	35	17	52	1127.5
GBF1	40	12	52	1127.5
GLT6D1	30	22	52	1127.5
GNA11	40	12	52	1127.5
HLA-DOA	46	6	52	1127.5
HSD17B8	46	6	52	1127.5
IGSF21	37	15	52	1127.5
INHA	41	11	52	1127.5
KRTAP13-1	40	12	52	1127.5
KRTAP13-2	40	12	52	1127.5
KRTAP13-3	40	12	52	1127.5
KRTAP13-4	40	12	52	1127.5
KRTAP19-1	40	12	52	1127.5
KRTAP19-2	40	12	52	1127.5
KRTAP19-3	40	12	52	1127.5
KRTAP19-4	40	12	52	1127.5
KRTAP23-1	40	12	52	1127.5
KRTAP26-1	40	12	52	1127.5
KRTAP27-1	40	12	52	1127.5
LCN1	30	22	52	1127.5
LCN9	30	22	52	1127.5
MAN1B1	30	22	52	1127.5
MBL2	49	3	52	1127.5
MRPS2	30	22	52	1127.5
MRPS31	21	31	52	1127.5
NACC2	30	22	52	1127.5
NELFB	30	22	52	1127.5
NEUROG2	38	14	52	1127.5
NOXA1	30	22	52	1127.5
NPDC1	30	22	52	1127.5
OR10A3	34	18	52	1127.5
PMPCA	30	22	52	1127.5
PNPLA7	30	22	52	1127.5
PRPF40A	45	7	52	1127.5
QRFP	30	22	52	1127.5
RING1	46	6	52	1127.5
RNF208	30	22	52	1127.5
SCG2	32	20	52	1127.5
SLC22A25	45	7	52	1127.5
SLC34A3	30	22	52	1127.5
SSNA1	30	22	52	1127.5
STK11IP	41	11	52	1127.5
TIGD1	37	15	52	1127.5
TMEM181	23	29	52	1127.5
TMEM250	30	22	52	1127.5
UAP1L1	30	22	52	1127.5
ZBTB49	31	21	52	1127.5
ZNF514	38	14	52	1127.5
AC090517.4	37	14	51	1065
ADRA2B	44	7	51	1065
AL645941.2	46	5	51	1065
AMBP	39	12	51	1065
ANKRD62	39	12	51	1065
ANP32D	41	10	51	1065
ARHGAP1	49	2	51	1065
ARL3	40	11	51	1065
ASTL	44	7	51	1065
BOD1L1	29	22	51	1065
C2CD4C	36	15	51	1065
C9orf47	27	24	51	1065
C9orf64	39	12	51	1065
CD38	31	20	51	1065
CHDH	35	16	51	1065
CIAO1	44	7	51	1065
CLDN17	40	11	51	1065
CLDN8	40	11	51	1065
CSTF2T	48	3	51	1065
DUSP2	44	7	51	1065
FAM131C	35	16	51	1065
FGFBP1	31	20	51	1065
FGFBP2	31	20	51	1065
FOXR1	21	30	51	1065
GTF2F2	16	35	51	1065
HLA-DMB	46	5	51	1065
IL17RB	35	16	51	1065
KANSL3	44	7	51	1065
KCTD4	16	35	51	1065
KRT1	39	12	51	1065
KRT2	39	12	51	1065
KRT5	39	12	51	1065
KRT6B	39	12	51	1065
KRT6C	39	12	51	1065
KRT71	39	12	51	1065
KRT73	39	12	51	1065
KRT75	39	12	51	1065
KRTAP19-5	39	12	51	1065
KRTAP24-1	40	11	51	1065
KRTAP25-1	40	11	51	1065
LRP4	49	2	51	1065
MIER2	36	15	51	1065
MRPS5	44	7	51	1065
NXNL2	27	24	51	1065
SECISBP2	27	24	51	1065
SFXN2	40	11	51	1065
SHC2	36	15	51	1065
SNRNP200	44	7	51	1065
SPATA12	33	18	51	1065
SPEN	35	16	51	1065
SRARP	35	16	51	1065
STARD7	44	7	51	1065
TACR3	36	15	51	1065
TAPT1	31	20	51	1065
TEKT4	44	7	51	1065
TTC36	21	30	51	1065
UQCRHL	35	16	51	1065
XKR3	33	18	51	1065
ZNF408	49	2	51	1065
ALDH1A1	36	14	50	1017.5
ANXA8	40	10	50	1017.5
ANXA8L1	40	10	50	1017.5
AQP3	46	4	50	1017.5
C1QTNF4	48	2	50	1017.5
CARNMT1	34	16	50	1017.5
CRAT	30	20	50	1017.5
CYTL1	31	19	50	1017.5
DHX15	25	25	50	1017.5
DOLPP1	30	20	50	1017.5
ELOVL4	29	21	50	1017.5
FAM180B	48	2	50	1017.5
FAM3D	33	17	50	1017.5
FBXW4	40	10	50	1017.5
FGFBP3	40	10	50	1017.5
HPS6	40	10	50	1017.5
KAZALD1	40	10	50	1017.5
LBX1	40	10	50	1017.5
LHX5	23	27	50	1017.5
MSX1	31	19	50	1017.5
MTCH2	48	2	50	1017.5
MYH1	15	35	50	1017.5
MYH3	15	35	50	1017.5
MYH4	15	35	50	1017.5
MYH8	15	35	50	1017.5
NFX1	46	4	50	1017.5
NPM3	40	10	50	1017.5
OR4A5	48	2	50	1017.5
PEX14	36	14	50	1017.5
PIRT	15	35	50	1017.5
PPP1R3C	41	9	50	1017.5
SDS	23	27	50	1017.5
SOD3	25	25	50	1017.5
TBC1D13	30	20	50	1017.5
TMEM238L	15	35	50	1017.5
ZDHHC12	30	20	50	1017.5
AC091057.6	30	19	49	959.5
AGRP	20	29	49	959.5
AL021546.1	23	26	49	959.5
APPL1	33	16	49	959.5
AQP2	37	12	49	959.5
AQP5	37	12	49	959.5
ARHGAP11B	30	19	49	959.5
ATF1	37	12	49	959.5
B3GNT9	20	29	49	959.5
BCDIN3D	37	12	49	959.5
BICDL1	23	26	49	959.5
C16orf86	20	29	49	959.5
CDA	38	11	49	959.5
CHURC1-FNTB	33	16	49	959.5
COX6A1	23	26	49	959.5
CSRNP2	37	12	49	959.5
CTRL	20	29	49	959.5
DARS	32	17	49	959.5
DDX28	20	29	49	959.5
DENND6A	33	16	49	959.5
DIP2B	37	12	49	959.5
DPEP2NB	20	29	49	959.5
DPEP3	20	29	49	959.5
E2F4	20	29	49	959.5
EDC4	20	29	49	959.5
ERICH6B	16	33	49	959.5
EXOC3L1	20	29	49	959.5
FHOD1	20	29	49	959.5
GATC	23	26	49	959.5
GCN1	23	26	49	959.5
GOLGA8H	30	19	49	959.5
GOLGA8J	30	19	49	959.5
GOLGA8Q	30	19	49	959.5
GOLGA8R	30	19	49	959.5
GOLGA8T	30	19	49	959.5
HCAR1	23	26	49	959.5
HCAR2	23	26	49	959.5
HCAR3	23	26	49	959.5
HIGD1C	37	12	49	959.5
HIP1R	23	26	49	959.5
HSD11B2	20	29	49	959.5
IL31	23	26	49	959.5
KCMF1	46	3	49	959.5
KCNH3	37	12	49	959.5
KCTD19	20	29	49	959.5
KCTD8	29	20	49	959.5
LCAT	20	29	49	959.5
LCT	32	17	49	959.5
LRRC43	23	26	49	959.5
MCM6	32	17	49	959.5
MNS1	33	16	49	959.5
MORN3	23	26	49	959.5
MSI1	23	26	49	959.5
NCKAP5L	37	12	49	959.5
OLFM4	17	32	49	959.5
OR51Q1	37	12	49	959.5
ORAI1	23	26	49	959.5
PEBP1	23	26	49	959.5
PINK1	38	11	49	959.5
PPP1R36	33	16	49	959.5
PSMB10	20	29	49	959.5
PTTG2	26	23	49	959.5
RGCC	17	32	49	959.5
RSRC2	23	26	49	959.5
SFPQ	41	8	49	959.5
SIRT4	23	26	49	959.5
SLC9A5	20	29	49	959.5
SMC3	34	15	49	959.5
SRSF9	23	26	49	959.5
SUDS3	23	26	49	959.5
THAP11	20	29	49	959.5
TMEM131	40	9	49	959.5
TMEM233	23	26	49	959.5
TRIAP1	23	26	49	959.5
UBXN4	32	17	49	959.5
UNC119B	23	26	49	959.5
VPS37B	23	26	49	959.5
VSIG10	23	26	49	959.5
XCR1	28	21	49	959.5
ZDHHC1	20	29	49	959.5
ANKRD63	29	19	48	898.5
BUB1B-PAK6	29	19	48	898.5
C1orf174	35	13	48	898.5
CFAP73	23	25	48	898.5
CHUK	36	12	48	898.5
CNNM1	39	9	48	898.5
CPN1	36	12	48	898.5
CUTC	39	9	48	898.5
CWF19L1	36	12	48	898.5
CYFIP1	24	24	48	898.5
DDI2	32	16	48	898.5
DISP2	29	19	48	898.5
DTX1	23	25	48	898.5
ECPAS	22	26	48	898.5
ENTPD7	39	9	48	898.5
FLOT1	44	4	48	898.5
GOLGA6L2	24	24	48	898.5
GOLM1	32	16	48	898.5
GOT1	39	9	48	898.5
GSG1L2	13	35	48	898.5
HIF1AN	36	12	48	898.5
HUNK	40	8	48	898.5
INAFM2	29	19	48	898.5
KCNA3	39	9	48	898.5
LOXL4	39	9	48	898.5
LRRC47	35	13	48	898.5
MDFIC2	27	21	48	898.5
MIB1	43	5	48	898.5
MIS18A	40	8	48	898.5
NIPA1	24	24	48	898.5
PHGR1	29	19	48	898.5
PKD2L1	36	12	48	898.5
PLGLB1	42	6	48	898.5
PYROXD2	39	9	48	898.5
RCVRN	13	35	48	898.5
RSC1A1	32	16	48	898.5
SCD	36	12	48	898.5
SIAH3	16	32	48	898.5
SLC25A28	39	9	48	898.5
SLC6A17	39	9	48	898.5
SYT15	42	6	48	898.5
ZFAND4	39	9	48	898.5
AC023055.1	34	13	47	846.5
AC073896.1	34	13	47	846.5
AC104452.1	24	23	47	846.5
AGO4	39	8	47	846.5
ALX3	39	8	47	846.5
AMIGO3	24	23	47	846.5
ANKRD52	34	13	47	846.5
APOF	34	13	47	846.5
ARIH2OS	24	23	47	846.5
ATP5F1B	34	13	47	846.5
B3GALT1	35	12	47	846.5
BSN	24	23	47	846.5
C1orf216	39	8	47	846.5
C3orf62	24	23	47	846.5
CCDC71	24	23	47	846.5
CCKAR	25	22	47	846.5
CELSR3	24	23	47	846.5
CEND1	35	12	47	846.5
CLRN3	30	17	47	846.5
CNPY2	34	13	47	846.5
COL7A1	24	23	47	846.5
DEAF1	35	12	47	846.5
DIRAS2	39	8	47	846.5
DOCK3	24	23	47	846.5
FOXI2	30	17	47	846.5
GDF11	34	13	47	846.5
GNA15	35	12	47	846.5
GUF1	29	18	47	846.5
IL23A	34	13	47	846.5
IMPDH2	24	23	47	846.5
INKA1	24	23	47	846.5
KLHDC8B	24	23	47	846.5
LSMEM2	24	23	47	846.5
MANF	24	23	47	846.5
MIP	34	13	47	846.5
MST1	24	23	47	846.5
NPRL2	24	23	47	846.5
PANO1	35	12	47	846.5
PGD	35	12	47	846.5
PNPLA2	35	12	47	846.5
POLR2L	35	12	47	846.5
PRIM1	34	13	47	846.5
PROK1	36	11	47	846.5
PTRHD1	42	5	47	846.5
RBM15B	24	23	47	846.5
S1PR4	35	12	47	846.5
SLC22A9	40	7	47	846.5
SLC38A3	24	23	47	846.5
SPRYD4	34	13	47	846.5
SUCLG1	44	3	47	846.5
TCTA	24	23	47	846.5
TFAP2E	39	8	47	846.5
TMEM115	24	23	47	846.5
TMEM89	24	23	47	846.5
TOPAZ1	26	21	47	846.5
TUSC2	24	23	47	846.5
UBA7	24	23	47	846.5
UBL4B	39	8	47	846.5
UCN2	24	23	47	846.5
UQCRC1	24	23	47	846.5
Z84492.1	24	23	47	846.5
ABHD14A-ACY1	24	22	46	785
AC097637.1	24	22	46	785
ADAMTS5	32	14	46	785
AKAP11	11	35	46	785
ALAD	34	12	46	785
ALDOB	18	28	46	785
ANGPTL7	31	15	46	785
B3GALT6	35	11	46	785
C11orf40	31	15	46	785
C1orf127	31	15	46	785
C1QTNF12	35	11	46	785
CACUL1	31	15	46	785
CAMP	24	22	46	785
DNAH1	24	22	46	785
DOT1L	31	15	46	785
DUSP7	24	22	46	785
EBLN2	20	26	46	785
EIF2B2	24	22	46	785
ELL3	27	19	46	785
GPR62	24	22	46	785
GXYLT2	20	26	46	785
HS3ST1	22	24	46	785
IQCF1	24	22	46	785
IQCF2	24	22	46	785
IQCF5	24	22	46	785
KCNA10	36	10	46	785
KRT77	34	12	46	785
KRTAP19-6	34	12	46	785
KRTAP19-7	34	12	46	785
KRTAP19-8	36	10	46	785
LDLRAP1	38	8	46	785
MEGF9	33	13	46	785
MFAP1	27	19	46	785
NAIF1	35	11	46	785
NEK9	24	22	46	785
NUFIP1	11	35	46	785
OR51G1	31	15	46	785
OR51S1	31	15	46	785
OR52R1	31	15	46	785
PDCL3	35	11	46	785
PDIA3	27	19	46	785
RNF223	35	11	46	785
RRP9	24	22	46	785
SEMA3G	24	22	46	785
SERP2	11	35	46	785
SFMBT1	24	22	46	785
SMARCC1	24	22	46	785
SPINK8	24	22	46	785
SRM	31	15	46	785
STAB1	24	22	46	785
TLR9	24	22	46	785
TMA7	24	22	46	785
TMED10	24	22	46	785
TMEM163	32	14	46	785
TMEM50A	38	8	46	785
TNFRSF4	35	11	46	785
TNNC1	24	22	46	785
TRIM68	31	15	46	785
TTC21B	36	10	46	785
UBE2R2	44	2	46	785
WDR82	24	22	46	785
AC021072.1	33	12	45	730
ADAMTS1	32	13	45	730
AL662820.1	39	6	45	730
AMH	31	14	45	730
AUP1	42	3	45	730
B3GALT4	39	6	45	730
C2orf78	42	3	45	730
CCDC188	22	23	45	730
CELA2A	32	13	45	730
CELA2B	32	13	45	730
CORT	31	14	45	730
DNAJC15	8	37	45	730
EFHD2	32	13	45	730
FAM19A4	27	18	45	730
FRMPD2	36	9	45	730
GP1BB	22	23	45	730
JSRP1	31	14	45	730
KIFC1	39	6	45	730
KLHL18	24	21	45	730
KRT3	33	12	45	730
KRT4	33	12	45	730
KRT76	33	12	45	730
KRT79	33	12	45	730
LAPTM5	37	8	45	730
LINGO3	31	14	45	730
MATN1	37	8	45	730
MOB1A	42	3	45	730
NAT8	42	3	45	730
NEU2	28	17	45	730
OR10P1	31	14	45	730
OR4A16	36	9	45	730
OR6C65	31	14	45	730
OR6C68	31	14	45	730
OR6C70	31	14	45	730
OR6C76	31	14	45	730
PCGF1	42	3	45	730
PEAK3	31	14	45	730
POLE4	42	3	45	730
PTPN23	24	21	45	730
RGL2	39	6	45	730
RTN4R	22	23	45	730
SF3A2	31	14	45	730
SOAT2	33	12	45	730
SPR	42	3	45	730
TRIM48	36	9	45	730
USP41	22	23	45	730
WDR46	39	6	45	730
ZBTB9	39	6	45	730
ZNF740	33	12	45	730
ARL11	11	33	44	665.5
B3GNT7	28	16	44	665.5
C11orf42	31	13	44	665.5
C1QL2	36	8	44	665.5
C2orf72	28	16	44	665.5
CDADC1	11	33	44	665.5
CENPVL1	24	20	44	665.5
CENPVL2	24	20	44	665.5
COL4A3	28	16	44	665.5
COL4A4	28	16	44	665.5
COX5B	35	9	44	665.5
DAW1	28	16	44	665.5
DDX18	36	8	44	665.5
DTYMK	29	15	44	665.5
EFNB3	11	33	44	665.5
EIF2AK3	42	2	44	665.5
EN1	36	8	44	665.5
EXOSC7	23	21	44	665.5
FABP1	42	2	44	665.5
FAM43B	33	11	44	665.5
GAL3ST2	29	15	44	665.5
GPR157	31	13	44	665.5
GPR173	24	20	44	665.5
GSPT2	24	20	44	665.5
HTR2B	28	16	44	665.5
IL36A	33	11	44	665.5
KANTR	24	20	44	665.5
KIAA1143	23	21	44	665.5
KPNA3	11	33	44	665.5
LAPTM4A	39	5	44	665.5
MARCO	36	8	44	665.5
MLNR	11	33	44	665.5
MSGN1	39	5	44	665.5
NT5C1B-RDH14	39	5	44	665.5
NWD2	20	24	44	665.5
OR2K2	18	26	44	665.5
OR51B2	31	13	44	665.5
OR51B4	31	13	44	665.5
OR52B2	31	13	44	665.5
OR52E2	31	13	44	665.5
OR52E5	31	13	44	665.5
OR52E8	31	13	44	665.5
OR52J3	31	13	44	665.5
OR52L1	31	13	44	665.5
OR52N2	31	13	44	665.5
OR52W1	31	13	44	665.5
OR56B1	31	13	44	665.5
OR56B4	31	13	44	665.5
PDCD1	29	15	44	665.5
RAD23B	12	32	44	665.5
RAD51AP2	39	5	44	665.5
RDH14	39	5	44	665.5
RETSAT	41	3	44	665.5
RGPD2	42	2	44	665.5
RTP5	29	15	44	665.5
SCTR	36	8	44	665.5
SCYGR1	28	16	44	665.5
SCYGR10	28	16	44	665.5
SCYGR2	28	16	44	665.5
SCYGR3	28	16	44	665.5
SCYGR4	28	16	44	665.5
SCYGR5	28	16	44	665.5
SCYGR6	28	16	44	665.5
SCYGR7	28	16	44	665.5
SCYGR8	28	16	44	665.5
SH2D6	41	3	44	665.5
SLC16A14	28	16	44	665.5
SLC25A33	31	13	44	665.5
SPANXN5	24	20	44	665.5
SPOPL	34	10	44	665.5
SSX7	24	20	44	665.5
TGM4	23	21	44	665.5
TM4SF20	28	16	44	665.5
TMEM42	23	21	44	665.5
TRIM22	31	13	44	665.5
TSPYL2	24	20	44	665.5
VAMP5	41	3	44	665.5
XAGE2	24	20	44	665.5
ZNF660	23	21	44	665.5
ZNF852	23	21	44	665.5
ADAT3	26	17	43	586.5
AL662884.4	39	4	43	586.5
AL662899.1	39	4	43	586.5
ALPG	28	15	43	586.5
ALPI	28	15	43	586.5
ALPP	28	15	43	586.5
APBA1	42	1	43	586.5
ARID3A	26	17	43	586.5
BOK	29	14	43	586.5
C1orf167	26	17	43	586.5
C6orf47	39	4	43	586.5
CAMK2N1	30	13	43	586.5
CCR1	23	20	43	586.5
CELA1	31	12	43	586.5
CFB	39	4	43	586.5
CSNK1G2	26	17	43	586.5
EFNA2	26	17	43	586.5
FKBPL	39	4	43	586.5
FOXD4L1	33	10	43	586.5
GRIN3B	26	17	43	586.5
HSPA1B	39	4	43	586.5
HSPA1L	39	4	43	586.5
KBTBD6	11	32	43	586.5
KBTBD7	11	32	43	586.5
LSM2	39	4	43	586.5
LY6G5C	39	4	43	586.5
LY6G6D	39	4	43	586.5
LY6G6F	39	4	43	586.5
LY6G6F-LY6G6D	39	4	43	586.5
MCCD1	39	4	43	586.5
MEX3D	26	17	43	586.5
MISP	26	17	43	586.5
MUC22	39	4	43	586.5
MUL1	30	13	43	586.5
NBEAL2	23	20	43	586.5
NCL	28	15	43	586.5
NEU1	39	4	43	586.5
NMUR1	28	15	43	586.5
NOTCH4	39	4	43	586.5
NUDT15	11	32	43	586.5
NXPH2	34	9	43	586.5
ONECUT3	26	17	43	586.5
OR51B5	31	12	43	586.5
OR51B6	31	12	43	586.5
OR51I1	31	12	43	586.5
OR52B6	31	12	43	586.5
OR52D1	31	12	43	586.5
OSR1	36	7	43	586.5
PAQR7	35	8	43	586.5
PBX2	39	4	43	586.5
PCSK4	26	17	43	586.5
PLA2G2F	30	13	43	586.5
PLA2G5	30	13	43	586.5
RDH16	30	13	43	586.5
REEP6	26	17	43	586.5
RNF5	39	4	43	586.5
RTP3	23	20	43	586.5
SAG	28	15	43	586.5
SBF2	32	11	43	586.5
SDR9C7	30	13	43	586.5
TEX44	28	15	43	586.5
TMEM158	23	20	43	586.5
TNF	39	4	43	586.5
TRIM6-TRIM34	31	12	43	586.5
UBQLN3	31	12	43	586.5
UBQLNL	31	12	43	586.5
UBXN10	30	13	43	586.5
UGT1A3	28	15	43	586.5
UGT1A4	28	15	43	586.5
UGT1A5	28	15	43	586.5
UGT1A7	28	15	43	586.5
UGT1A8	28	15	43	586.5
UGT1A9	28	15	43	586.5
VARS	39	4	43	586.5
VWA7	39	4	43	586.5
WBP4	11	32	43	586.5
ZBTB12	39	4	43	586.5
ZBTB39	30	13	43	586.5
ABO	20	22	42	523.5
AC092587.1	31	11	42	523.5
AGXT	29	13	42	523.5
AL358113.1	42	0	42	523.5
BRD3	20	22	42	523.5
C9orf85	15	27	42	523.5
CKAP2L	33	9	42	523.5
CROCC2	29	13	42	523.5
CTSL	18	24	42	523.5
DRGX	36	6	42	523.5
E2F2	32	10	42	523.5
EPHA2	26	16	42	523.5
ESS2	22	20	42	523.5
FAM163B	20	22	42	523.5
GSC2	22	20	42	523.5
HTR1D	32	10	42	523.5
ID3	32	10	42	523.5
IL1A	33	9	42	523.5
IL1B	33	9	42	523.5
IRS1	28	14	42	523.5
KIAA1211L	31	11	42	523.5
KRTAP20-1	30	12	42	523.5
KRTAP20-2	30	12	42	523.5
KRTAP20-3	30	12	42	523.5
KRTAP20-4	30	12	42	523.5
KRTAP22-1	30	12	42	523.5
KRTAP22-2	30	12	42	523.5
KRTAP6-1	30	12	42	523.5
KRTAP6-2	30	12	42	523.5
KRTAP6-3	30	12	42	523.5
MITD1	31	11	42	523.5
MRPL40	22	20	42	523.5
NT5DC4	33	9	42	523.5
OR52K2	29	13	42	523.5
OR6B2	29	13	42	523.5
REXO4	20	22	42	523.5
RNPEPL1	29	13	42	523.5
RPL7A	20	22	42	523.5
SLC20A1	33	9	42	523.5
SLC25A34	26	16	42	523.5
SLC28A3	35	7	42	523.5
SLC2A6	20	22	42	523.5
SURF1	20	22	42	523.5
TEX10	18	24	42	523.5
TMEM82	26	16	42	523.5
TSSK2	22	20	42	523.5
TTL	33	9	42	523.5
VSTM4	36	6	42	523.5
AKR7A2	26	15	41	471
AKR7A3	26	15	41	471
AKR7L	26	15	41	471
ANKRD22	27	14	41	471
ARHGEF19	26	15	41	471
BTBD2	26	15	41	471
CCDC140	27	14	41	471
CDC34	26	15	41	471
CEMIP2	15	26	41	471
CNR2	32	9	41	471
CPLANE2	26	15	41	471
CROCC	26	15	41	471
DRAXIN	26	15	41	471
FAM161B	20	21	41	471
FARSB	27	14	41	471
FBXO2	26	15	41	471
FBXO42	26	15	41	471
FBXO6	26	15	41	471
FSIP1	22	19	41	471
FUCA1	32	9	41	471
GDF7	36	5	41	471
HCN2	26	15	41	471
HTR6	26	15	41	471
IFFO2	26	15	41	471
KLHDC7A	26	15	41	471
KLLN	27	14	41	471
KRTAP11-1	29	12	41	471
KRTAP7-1	29	12	41	471
LIN52	20	21	41	471
LIPN	27	14	41	471
MOGAT1	27	14	41	471
MRTO4	26	15	41	471
NKX3-2	19	22	41	471
NPAP1	33	8	41	471
OR52B4	29	12	41	471
OTUD3	26	15	41	471
PADI1	26	15	41	471
PADI3	26	15	41	471
PADI6	26	15	41	471
PLA2G2E	26	15	41	471
POLRMT	26	15	41	471
RASL11B	32	9	41	471
RHOB	36	5	41	471
RNF126	26	15	41	471
RNF186	26	15	41	471
SDHB	26	15	41	471
SGPP2	27	14	41	471
SNX30	25	16	41	471
SSU72P2	29	12	41	471
SSU72P3	29	12	41	471
SSU72P4	29	12	41	471
SSU72P7	29	12	41	471
TAS1R2	26	15	41	471
THBS1	22	19	41	471
TPGS1	26	15	41	471
TRIM21	29	12	41	471
VSX2	20	21	41	471
ACAP1	4	36	40	412.5
